smiles,pathways,superclasses,classes,class_results,superclass_results,pathway_results,isglycoside
CCCCCC(=O)NC(CC(=O)O)C(=O)C1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(C(C)CC)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)CC)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)cc(C)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(C)CCCCCCCCCCCCC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
COc1cc(C)c2c3c1CO[C@H]1OC(=O)c4c(O)c(C)c(c(c41)O3)OC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)CCCCCl,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC1NC(=O)c2csc(n2)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C(C)CC)OC(=O)C1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC(C)=CCc1c(O)cc(O)c2c1C(=O)c1c(O)c(Cl)c(C)c(Cl)c1OC2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,['Shikimates and Phenylpropanoids'],['Flavonoids'],['Neoflavonoids'],['Flavanones'],['Flavonoids'],['Shikimates and Phenylpropanoids'],False
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CC1(OC(C)=O)CC3,['Terpenoids'],['Diterpenoids'],['Atisane diterpenoids'],"['Kaurane and Phyllocladane diterpenoids', 'Tetracyclic diterpenoids']",['Diterpenoids'],['Terpenoids'],False
CC(C)C1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2COC1=N2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
C=C(C)CC1C(=O)C(O)CC(C)=CC(OC)C=C1CO,['Terpenoids'],['Sesquiterpenoids'],['Caryophyllane sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCCCCCCCCCCCC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCOC12CC(=O)C(C(C)=O)=C(O)C1(C)c1c(O)c(C(C)=O)c(O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCCCCCCCCCCC[C@@H](OC(=O)CCCCCCCCC)[C@H](C)OC(=O)CCCCCCCCC,['Fatty acids'],['Fatty esters'],['Wax diesters'],['Fatty acid estolides'],['Fatty esters'],['Fatty acids'],False
CCC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(O)Cc2ccc(O)cc2)C(=O)NC(CC(C)C)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1(C)OC1C1CC(C2CC=C3C2(C)CCC2C4(C)C=CC(=O)C(C)(C)C4CC(O)C32C)C(O)O1,['Terpenoids'],['Triterpenoids'],['Quassinoids'],"['Apotirucallane triterpenoids', 'Limonoids']",['Triterpenoids'],['Terpenoids'],True
CC1(C)CCC2(C)C(CCC3(C)C2CCC2C4(C)CCCC(C)(C)C4CCC23C)C1,['Terpenoids'],['Triterpenoids'],['Stictane triterpenoids'],"['Oleanane triterpenoids', 'Taraxerane triterpenoids']",['Triterpenoids'],['Terpenoids'],False
COC(=O)CCC/C=C/CCCCCCCCC#C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C(C)C(CCC(C)C1CCC2C3CC(OS(=O)(=O)[O-])C4CC(OS(=O)(=O)[O-])C(OS(=O)(=O)O)CC4(C)C3CCC12C)n1nccc1-c1ccc([O-])cc1,['Terpenoids'],['Steroids'],['Cholestane steroids'],['Ergostane steroids'],['Steroids'],['Terpenoids'],False
CCCC(=O)Cc1cc(OC(=O)c2c(O)cc(OC)cc2CC(=O)CCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CCC1C(C)=CCC(C/C=C(\C)CO)C1(C)C,['Terpenoids'],['Carotenoids (C45)'],"['Carotenoids (C45, β-Ψ)']","['Carotenoids (C45, ε-Ψ)']",['Carotenoids (C45)'],['Terpenoids'],False
CC(CO)c1cc2c(c(O)c1O)C1=CCCC(C)(C)C1(C)C=C2,['Terpenoids'],['Diterpenoids'],['Abeoabietane diterpenoids'],['Abietane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
Cc1oc2nc1C(=O)NCc1nc(cs1)C(=O)NC(C(C)C)c1nc(cs1)C(=O)NC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCCC(O)C1C(C(=O)O)=C(C(=O)O)CC(C(O)C(O)CCCC)CC2=C(C(=O)OC2=O)C1O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
Cc1cc(C(C)CCC(=O)C(C)C)c(O)cc1O,['Terpenoids'],['Sesquiterpenoids'],['Chiloscyphane sesquiterpenoids'],['Bisabolane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC(=O)Oc1c(C)c(O)c(C(C)=O)c2c1C1(C)C(=O)C(C(C)=O)C(=O)C=C1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CC(=O)OC/C(=C\C(=O)O)C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@]1(O)C(C)=CC(=O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
COC12CC(=O)C(OC(C)=O)=C(O)C1(C)c1c(O)c(C)c(O)c(C(C)=O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1C(=O)N(C)C(Cc2ccc(OC)c(Cl)c2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(O)COS(=O)(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]12O[C@@H](CC1(C)C)C[C@]2(C)O,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
C=CCCCC#CC#CCC(=O)CCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Unsaturated fatty acids'],['Oxo fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1CCO,['Alkaloids'],['Tryptophan alkaloids'],['Yohimbine-like alkaloids'],['Corynanthe type'],['Tryptophan alkaloids'],['Alkaloids'],False
Cc1cc(O)c(C)c2c1C(=O)Oc1c(C)c(O)c(C(=O)O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCCCCCCCCCCC(I)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COc1c(C)c2c(c(C)c1Cl)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
OC1c2c(OCc3ccccc3)cc(OCc3ccccc3)cc2OC(c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)C1O,['Shikimates and Phenylpropanoids'],['Flavonoids'],['Flavandiols (Leucoanthocyanidins)'],['Flavan-3-ols'],['Flavonoids'],['Shikimates and Phenylpropanoids'],False
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Dicarboxylic acids'],['Hydroxy fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C1C(=O)OCCC1Cc1c(C)cccc1C,['Terpenoids'],['Sesquiterpenoids'],['Secoeudesmane sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
C=C(Cl)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)(O)c1cc(O)c(C)c2c1Oc1c(Cl)c(O)cc(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)c(Cl)c(O)c(CO)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCNC)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1C(=O)O3,['Terpenoids'],['Steroids'],['Ergostane steroids'],['Cholestane steroids'],['Steroids'],['Terpenoids'],False
CC1=CC2(CC#N)C(O)CC3C(C)(C(=O)O)CCCC3(C)C2CC1,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Secokaurane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5cc(OC)c(OC)cc54)C3CC12,['Alkaloids'],['Tryptophan alkaloids'],['Simple indole alkaloids'],['Corynanthe type'],['Tryptophan alkaloids'],['Alkaloids'],False
CCCCCc1cc(OC)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)/C=C/C(Cl)=C\C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COc1ccc2c(c1)OCc1c-2oc2c3c(c(O)cc12)OC(C)(C)C=C3,['Shikimates and Phenylpropanoids'],['Isoflavonoids'],['Coumestan'],['Pterocarpan'],['Isoflavonoids'],['Shikimates and Phenylpropanoids'],False
CC1CC2CC(C)C(C)(NC=O)C3CCC4C(C1CCC4(C)NC=O)C23,['Terpenoids'],['Diterpenoids'],['Cycloamphilectane diterpenoids'],['Tetracyclic diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(=O)OCC12CCCC3C(C)(C=CC4=CC(=O)OC4)C(C)(O)C(OC(C)=O)C(OC(=O)C=Cc4ccccc4)C31CO2,['Terpenoids'],['Diterpenoids'],['Colensane and Clerodane diterpenoids'],['Labdane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(C)=CC[C@@H](O[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O)/C(C)=C/C=C/C(C)=C/[C@@](C)(O)C/C=C/C=C/C(=O)O,['Fatty acids'],['Fatty acyl glycosides'],['Fatty acyl glycosides of mono- and disaccharides'],['Rhamnolipids'],['Fatty acyl glycosides'],['Fatty acids'],True
CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N2C(=O)C(CCC2O)NC(=O)C(CC2C=CC(O)CC2)NC(=O)C(NC(=O)CCC(N)C(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC(C)CC1C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(O)Cc2ccc(O)cc2)C(=O)NC(CCC(N)=O)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1C(C)=CC(=O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
COc1cc2c([nH]c3ccc(O)c(=O)c32)c(Cc2ccc(O)cc2)[nH]1,['Alkaloids'],['Tryptophan alkaloids'],['Carboline alkaloids'],['Carbazole alkaloids'],['Tryptophan alkaloids'],['Alkaloids'],False
CCC/C=C\CCCCCCCC/C=C\CC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
O=C(O)CCCC#C/C=C/CCCCC#C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC1(C)CCCC2(C)C3CC4C(C31)C42C,['Terpenoids'],['Sesquiterpenoids'],['Longibornane sesquiterpenoids'],['Longipinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
COc1c(O)c2c(c(C)c1C(=O)C=C(C)C)Oc1c(C=O)c(O)cc(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
O=C([O-])CNC(=O)C(CS)NC(=O)CCC(=O)C(=O)[O-],['Amino acids and Peptides'],['Small peptides'],['Dipeptides'],['Tripeptides'],['Small peptides'],['Amino acids and Peptides'],False
CC1=CC(O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CC/C=C(/C)CO,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CO,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
CC1=CC(=O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1C(C)=CC(=O)CC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-ε)']","['Carotenoids (C40, ε-ε)']",['Carotenoids (C40)'],['Terpenoids'],False
CCCCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCC(=N)N)C(=O)NC2CCC(O)C(C2=O)N(Cc2ccccc2)C(=O)N(C)C(CCc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COCOc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)OC)c(OCOC)c2C)c(OCOC)c1C=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)CC)C(=O)OC1C)C(=O)O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC(C)C(NC(=O)C(CCC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)N1C2=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
Cc1oc2nc1C(=O)NC(C(C)C)c1nc(co1)C(=O)NC(C(C)C)c1nc(cs1)C(=O)NC2C(C)C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCCCC/C=C\CC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)C(C)C1CCC(C)(CCCC(C)=CCC2C(C)=CCCC2(C)C)OO1,['Terpenoids'],['Sesterterpenoids'],['Monocarbocyclic sesterterpenoids'],['Norsesterterpenoids'],['Sesterterpenoids'],['Terpenoids'],False
COC12CC(=O)C(C(C)=O)=C(O)C1(C)c1c(O)c(C(C)=O)c(O)c(C)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CCCCC(C(=O)O)=C(Br)Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
OCC(O)(C#Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,['Shikimates and Phenylpropanoids'],['Lignans'],['Dibenzylbutane lignans'],['Arylnaphthalene and aryltetralin lignans'],['Lignans'],['Shikimates and Phenylpropanoids'],False
CC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(=O)CC(O)C1CCCN1C(=O)C1NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)CC(N)C(=O)O)CC(=O)NC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclic peptides'],['Lipopeptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CC1(C)OC2COC(OC3C(=O)c4c(O)cc(O)cc4OC3c3ccc(O)c(O)c3)C(O)C2O1,['Shikimates and Phenylpropanoids'],['Flavonoids'],['Flavanones'],['Dihydroflavonols'],['Flavonoids'],['Shikimates and Phenylpropanoids'],True
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1C(C)=CCC(C/C=C(\C)CO)C1(C)C,['Terpenoids'],['Carotenoids (C45)'],"['Carotenoids (C45, β-Ψ)']","['Carotenoids (C45, ε-Ψ)']",['Carotenoids (C45)'],['Terpenoids'],False
CC=C(C)c1cc(O)c(C)c(OC(=O)c2c(O)c(C)c(O)c(Cl)c2C(C)=CC)c1,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
O=C(O)CCCCCCC/C=C\C/C=C\CCCCCF,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(C)c1cc2c(cc1O)C13CCCC4(C)COC1OC2CC43,['Terpenoids'],['Diterpenoids'],['Abietane diterpenoids'],['Tetracyclic diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(=O)Oc1c(O)cc(O)cc1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,['Terpenoids'],['Meroterpenoids'],['Prenyl quinone meroterpenoids'],['Tetraketide meroterpenoids'],['Meroterpenoids'],['Terpenoids'],False
O=C(O)CCCCCCCCCCCCCCCCCBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(CCC1(C)C(C)CC=C2C1CCC(O)C2(C)CO)CC(=O)O,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2OC)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc(n2)C(CC(=O)O)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CC=C(C)c1c(Cl)c(O)c(CCCC)c2c1Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)c2nc(oc2C)C(C)NC(=O)c2csc(n2)C2CC3(O)C(NC(=O)N3C)N2C(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1C(O)OC3=O)OC2=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=O,['Terpenoids'],['Apocarotenoids'],['Apocarotenoids (Ψ-)'],"['Apocarotenoids (C30, Ψ-Ψ)']",['Apocarotenoids'],['Terpenoids'],False
CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC1OC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
NC(CCn1c(=O)ccn(C2OC(CO)C(O)C2O)c1=O)C(=O)O,['Carbohydrates'],['Nucleosides'],['Pyrimidine nucleosides'],"['Aminoacids', 'Pyrimidine nucleos(t)ides']","['Nucleosides', 'Small peptides']","['Amino acids and Peptides', 'Carbohydrates']",False
CC(=O)C1=C(O)C2(C)c3c(O)c(C)c(O)c(C(C)=O)c3OC2(Sc2ccccc2)CC1=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CC1c2ccoc2CC2C1CCC1(O)C(C)(C)CCC(OC(=O)CCc3ccccc3)C21C,['Terpenoids'],['Diterpenoids'],['Norpimarane and Norisopimarane diterpenoids'],['Cassane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
